time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
148.259,0.0012,-0.001,1.0053,-1.1981,-0.236,-0.0007,0.0,0.0013,-0.1912,1.206,0.9779,-0.0025
148.298,0.0013,-0.0012,0.9919,-1.1774,-0.234,-0.0011,0.0003,0.0009,-0.2167,1.2508,0.9839,-0.002
148.339,0.0013,-0.0011,0.9736,-1.1601,-0.239,-0.0014,0.0005,0.0006,-0.2499,1.2972,0.9869,-0.0015
148.378,0.0009,-0.0006,0.923,-1.1353,-0.2694,-0.0018,0.0008,0.0,-0.338,1.395,0.9843,-0.0008
148.419,0.0007,-0.0002,0.8926,-1.1272,-0.2908,-0.002,0.0009,-0.0001,-0.3879,1.4415,0.9792,-0.0006
148.433,0.0004,0.0002,0.8588,-1.1211,-0.3155,-0.002,0.001,-0.0003,-0.4406,1.4857,0.9712,-0.0004
148.47,0.0003,0.0004,0.8222,-1.1169,-0.3436,-0.0016,0.0011,-0.0003,-0.495,1.5264,0.9592,-0.0002
148.511,0.0002,0.0006,0.7832,-1.1142,-0.3738,-0.0014,0.0011,-0.0004,-0.5496,1.5621,0.9439,-0.0001
148.55,0.0002,0.0008,0.7012,-1.1127,-0.4377,-0.0012,0.0011,-0.0004,-0.6521,1.6114,0.9017,0.0
148.59,0.0002,0.0009,0.659,-1.1134,-0.4706,-0.0011,0.0011,-0.0004,-0.6999,1.6254,0.8756,0.0
148.601,0.0002,0.001,0.6154,-1.1146,-0.5057,-0.0012,0.0011,-0.0005,-0.7453,1.6317,0.8442,0.0
148.638,0.0003,0.0012,0.5717,-1.116,-0.5433,-0.0012,0.001,-0.0005,-0.7877,1.631,0.8089,0.0
148.678,0.0004,0.0015,0.4863,-1.1157,-0.6224,-0.0012,0.0008,-0.0005,-0.862,1.6079,0.7264,0.0
148.718,0.0004,0.0018,0.4455,-1.1149,-0.6623,-0.0015,0.0007,-0.0005,-0.8932,1.5862,0.6801,-0.0001
148.732,0.0004,0.002,0.4051,-1.1137,-0.7028,-0.0015,0.0006,-0.0005,-0.9207,1.5566,0.6285,-0.0
148.771,0.0004,0.0022,0.3655,-1.1125,-0.7434,-0.0016,0.0004,-0.0006,-0.9447,1.5211,0.5737,-0.0001
148.81,0.0005,0.0028,0.2865,-1.11,-0.8251,-0.0022,0.0001,-0.0006,-0.9823,1.4311,0.4522,-0.0001
148.85,0.0005,0.0034,0.2092,-1.1086,-0.9038,-0.0026,-0.0004,-0.0005,-1.0091,1.3259,0.3253,0.0001
148.89,0.0005,0.0039,0.1838,-1.1197,-0.9346,-0.0029,-0.0006,-0.0001,-1.0169,1.2807,0.28,0.0003
148.908,0.0007,0.0044,0.1759,-1.1465,-0.9579,-0.0028,-0.0008,0.0006,-1.0172,1.2422,0.2528,0.0004
148.946,0.0007,0.0047,0.1826,-1.1825,-0.9732,-0.0026,-0.0007,0.0013,-1.0111,1.2123,0.2394,-0.0012
148.986,0.0006,0.0048,0.2035,-1.2254,-0.9811,-0.0022,-0.0005,0.0028,-0.9999,1.1894,0.233,-0.0031
149.026,0.0002,0.004,0.2676,-1.3158,-0.988,-0.0017,-0.0006,0.0057,-0.9641,1.1548,0.2413,-0.0037
149.066,-0.0001,0.0034,0.3127,-1.3664,-0.9867,-0.0015,-0.0006,0.0062,-0.9386,1.1424,0.2569,-0.0035
149.067,-0.0003,0.0029,0.362,-1.4153,-0.9825,-0.0013,-0.0007,0.0064,-0.9091,1.1323,0.2773,-0.0035
149.106,-0.0006,0.0024,0.4141,-1.4617,-0.9755,-0.0011,-0.0008,0.0064,-0.8767,1.125,0.3008,-0.0037
149.146,-0.0009,0.0016,0.5205,-1.5412,-0.9529,-0.0008,-0.001,0.0062,-0.8055,1.1163,0.3536,-0.0041
149.186,-0.0011,0.0013,0.5742,-1.5742,-0.936,-0.0007,-0.001,0.0061,-0.766,1.1143,0.3844,-0.0042
149.19,-0.0012,0.0011,0.6258,-1.5995,-0.9147,-0.0006,-0.0011,0.0059,-0.7248,1.1134,0.4171,-0.0043
149.226,-0.0012,0.0009,0.6753,-1.617,-0.8889,-0.0005,-0.0011,0.0058,-0.6823,1.1133,0.4511,-0.0044
149.266,-0.0012,0.0008,0.7663,-1.6312,-0.8271,-0.0004,-0.0011,0.0054,-0.5957,1.1156,0.5217,-0.0045
149.307,-0.0011,0.0007,0.8069,-1.6275,-0.7905,-0.0003,-0.001,0.0052,-0.5523,1.116,0.5602,-0.0045
149.318,-0.001,0.0007,0.8441,-1.616,-0.7487,-0.0002,-0.0009,0.0049,-0.5096,1.1156,0.6001,-0.0045
149.359,-0.0009,0.0008,0.8775,-1.5972,-0.7031,-0.0001,-0.0008,0.0047,-0.4679,1.1148,0.6404,-0.0045
149.399,-0.0008,0.0008,0.907,-1.5704,-0.6522,-0.0001,-0.0007,0.0045,-0.4265,1.1137,0.682,-0.0044
149.438,-0.0004,0.0009,0.9551,-1.4984,-0.5411,-0.0,-0.0005,0.0039,-0.3462,1.1113,0.764,-0.004
149.478,-0.0002,0.0009,0.9741,-1.4534,-0.4804,0.0,-0.0004,0.0037,-0.3065,1.1099,0.8044,-0.0039
149.488,0.0,0.001,0.9899,-1.4024,-0.4159,0.0,-0.0004,0.0034,-0.2665,1.1088,0.8458,-0.0037
149.526,0.0002,0.001,1.0031,-1.3482,-0.3507,-0.0,-0.0004,0.0031,-0.2268,1.108,0.8862,-0.0034
149.566,0.0005,0.0007,1.0134,-1.2996,-0.2976,-0.0003,-0.0003,0.0027,-0.1944,1.1132,0.9205,-0.0032
149.606,0.001,-0.0005,1.0144,-1.2234,-0.2431,-0.0004,-0.0001,0.0018,-0.1777,1.165,0.967,-0.0029
149.646,0.0013,-0.001,1.0057,-1.1973,-0.235,-0.0007,0.0001,0.0013,-0.1912,1.205,0.9788,-0.0026
149.654,0.0013,-0.0012,0.9925,-1.1766,-0.2327,-0.0011,0.0004,0.0009,-0.2164,1.2493,0.9847,-0.002
149.69,0.0013,-0.0011,0.974,-1.1595,-0.2387,-0.0014,0.0006,0.0006,-0.2506,1.2968,0.9873,-0.0015
149.73,0.0011,-0.0009,0.9502,-1.1457,-0.2521,-0.0017,0.0007,0.0003,-0.2931,1.3472,0.9872,-0.0011
149.77,0.0006,-0.0002,0.8912,-1.1265,-0.2924,-0.0019,0.001,-0.0001,-0.3911,1.4436,0.9786,-0.0006
149.81,0.0004,0.0001,0.857,-1.1204,-0.3177,-0.002,0.001,-0.0003,-0.4442,1.4879,0.97,-0.0004
149.811,0.0003,0.0005,0.8204,-1.1164,-0.3453,-0.0016,0.0011,-0.0003,-0.4982,1.5281,0.9583,-0.0002
149.851,0.0002,0.0007,0.7832,-1.1141,-0.3723,-0.0013,0.0011,-0.0004,-0.5494,1.5613,0.9453,-0.0
149.89,0.0001,0.0007,0.7444,-1.1134,-0.4018,-0.0013,0.0011,-0.0004,-0.6004,1.5896,0.9279,-0.0001
149.93,0.0002,0.0009,0.6603,-1.1136,-0.4685,-0.0012,0.0011,-0.0004,-0.6987,1.6246,0.8775,0.0
149.97,0.0002,0.001,0.6166,-1.1147,-0.5039,-0.0012,0.0011,-0.0005,-0.7443,1.6311,0.8457,0.0
149.979,0.0003,0.0012,0.5728,-1.1159,-0.542,-0.0013,0.001,-0.0005,-0.7868,1.6304,0.81,0.0
150.018,0.0003,0.0014,0.5299,-1.116,-0.5808,-0.0013,0.0009,-0.0005,-0.8259,1.6232,0.7713,0.0
150.059,0.0003,0.0018,0.4474,-1.1147,-0.6604,-0.0014,0.0007,-0.0005,-0.8923,1.5868,0.6818,-0.0
150.098,0.0003,0.002,0.4071,-1.1135,-0.7012,-0.0011,0.0006,-0.0006,-0.9199,1.5575,0.6301,-0.0001
150.106,0.0003,0.0022,0.3666,-1.1121,-0.7431,-0.0018,0.0004,-0.0006,-0.9439,1.5202,0.5727,-0.0001
150.142,0.0003,0.0025,0.3265,-1.1107,-0.7847,-0.0021,0.0003,-0.0006,-0.9645,1.478,0.5136,-0.0
150.184,0.0003,0.0028,0.2864,-1.1094,-0.8261,-0.0022,0.0001,-0.0007,-0.9817,1.4294,0.4509,-0.0001
150.222,0.0004,0.0035,0.21,-1.1091,-0.9026,-0.0027,-0.0004,-0.0005,-1.009,1.3268,0.3273,0.0001
150.263,0.0006,0.0044,0.177,-1.1472,-0.957,-0.0028,-0.0008,0.0006,-1.0169,1.2428,0.2543,0.0004
150.302,0.0007,0.0047,0.1835,-1.1829,-0.9725,-0.0026,-0.0007,0.0013,-1.0109,1.2128,0.2403,-0.0012
150.303,0.0006,0.0047,0.2027,-1.224,-0.9808,-0.0022,-0.0005,0.0027,-1.0003,1.1899,0.2328,-0.0032
150.342,0.0004,0.0044,0.233,-1.2707,-0.9853,-0.0019,-0.0005,0.0044,-0.984,1.1707,0.2346,-0.0044
150.383,-0.0001,0.0034,0.3137,-1.3669,-0.9864,-0.0015,-0.0007,0.0063,-0.9381,1.1425,0.2578,-0.0035
150.422,-0.0003,0.0028,0.3634,-1.4164,-0.9821,-0.0012,-0.0008,0.0065,-0.9086,1.1326,0.2784,-0.0036
150.432,-0.0006,0.0023,0.4158,-1.463,-0.975,-0.0011,-0.0009,0.0065,-0.8757,1.1251,0.3025,-0.0037
150.47,-0.0008,0.0019,0.4694,-1.5057,-0.965,-0.001,-0.001,0.0064,-0.8404,1.1197,0.3289,-0.0039
150.51,-0.0011,0.0013,0.5773,-1.5766,-0.9342,-0.0007,-0.0011,0.0061,-0.7631,1.1141,0.3886,-0.0042
150.55,-0.0012,0.001,0.6282,-1.6013,-0.9131,-0.0006,-0.0012,0.006,-0.7223,1.1133,0.4205,-0.0044
150.564,-0.0012,0.0009,0.6771,-1.6186,-0.8881,-0.0005,-0.0012,0.0058,-0.6801,1.1134,0.4538,-0.0045
150.602,-0.0012,0.0008,0.7238,-1.6291,-0.8594,-0.0004,-0.0012,0.0056,-0.6371,1.1142,0.4878,-0.0045
150.642,-0.0012,0.0008,0.7675,-1.6321,-0.8263,-0.0003,-0.0011,0.0054,-0.5937,1.1158,0.5238,-0.0047
150.682,-0.001,0.0008,0.8453,-1.6154,-0.7464,-0.0002,-0.001,0.005,-0.5071,1.1158,0.6028,-0.0045
150.722,-0.0009,0.0008,0.8786,-1.5962,-0.7006,-0.0001,-0.0008,0.0047,-0.4653,1.1149,0.6426,-0.0046
150.727,-0.0007,0.0008,0.908,-1.5704,-0.6514,-0.0001,-0.0007,0.0044,-0.4252,1.1137,0.6809,-0.0044
150.766,-0.0006,0.0008,0.9337,-1.5377,-0.5982,-0.0001,-0.0006,0.0042,-0.385,1.1127,0.7216,-0.0043
150.806,-0.0004,0.0009,0.9558,-1.4983,-0.5408,-0.0,-0.0005,0.004,-0.345,1.1116,0.7629,-0.0041
150.846,0.0,0.0009,0.9904,-1.404,-0.4183,-0.0,-0.0004,0.0034,-0.2661,1.1093,0.8444,-0.0037
150.886,0.0002,0.0009,1.0036,-1.3502,-0.3534,0.0,-0.0004,0.0031,-0.2269,1.1084,0.8849,-0.0035
150.895,0.0005,0.0007,1.0139,-1.3013,-0.2996,-0.0002,-0.0004,0.0027,-0.1948,1.1131,0.9198,-0.0033
150.934,0.0008,0.0001,1.0176,-1.2597,-0.2643,-0.0004,-0.0003,0.0023,-0.1792,1.1329,0.947,-0.0032
150.974,0.001,-0.0005,1.0146,-1.2245,-0.2444,-0.0004,-0.0002,0.0018,-0.1787,1.1645,0.967,-0.0029
151.014,0.0012,-0.001,1.0057,-1.1982,-0.2363,-0.0007,0.0001,0.0014,-0.1928,1.2048,0.979,-0.0026
151.054,0.0013,-0.0011,0.9738,-1.1601,-0.24,-0.0014,0.0005,0.0006,-0.2528,1.2972,0.9877,-0.0016
151.095,0.0009,-0.0006,0.9222,-1.1351,-0.2712,-0.0018,0.0008,0.0001,-0.3416,1.3958,0.9846,-0.0008
151.134,0.0006,-0.0002,0.8911,-1.1268,-0.2931,-0.0019,0.0009,-0.0001,-0.3922,1.4432,0.979,-0.0006
151.147,0.0004,0.0002,0.857,-1.1207,-0.3181,-0.002,0.001,-0.0002,-0.4449,1.4874,0.9704,-0.0004
151.186,0.0003,0.0005,0.8208,-1.1167,-0.3451,-0.0017,0.001,-0.0003,-0.4977,1.5268,0.9595,-0.0002
151.226,0.0001,0.0007,0.7425,-1.1131,-0.4048,-0.0013,0.0011,-0.0004,-0.6032,1.5912,0.9261,-0.0001
151.267,0.0002,0.001,0.6592,-1.1137,-0.4697,-0.0012,0.0011,-0.0004,-0.6997,1.6256,0.877,0.0
151.306,0.0002,0.0011,0.6156,-1.1148,-0.5049,-0.0012,0.0011,-0.0004,-0.7445,1.6324,0.8464,0.0
151.31,0.0003,0.0012,0.5716,-1.1162,-0.5431,-0.0012,0.001,-0.0005,-0.7869,1.6315,0.8104,0.0
151.346,0.0003,0.0014,0.5284,-1.1163,-0.5821,-0.0013,0.001,-0.0005,-0.8258,1.6237,0.7708,-0.0
151.386,0.0003,0.0017,0.4447,-1.115,-0.6626,-0.0013,0.0007,-0.0005,-0.8926,1.5856,0.6788,-0.0
151.426,0.0003,0.0019,0.4042,-1.1138,-0.7034,-0.0014,0.0006,-0.0006,-0.9203,1.5558,0.6267,-0.0
151.438,0.0003,0.0022,0.3641,-1.1126,-0.7444,-0.0019,0.0004,-0.0006,-0.9443,1.5193,0.5708,-0.0001
151.478,0.0003,0.0025,0.3246,-1.1114,-0.7851,-0.002,0.0003,-0.0006,-0.9648,1.4775,0.5124,-0.0001
151.518,0.0003,0.0031,0.2449,-1.109,-0.8675,-0.0025,-0.0001,-0.0007,-0.9966,1.3763,0.3846,-0.0001
151.558,0.0003,0.0035,0.207,-1.1094,-0.9043,-0.0027,-0.0004,-0.0005,-1.009,1.3234,0.3226,0.0001
151.565,0.0004,0.004,0.1826,-1.1223,-0.9346,-0.0028,-0.0006,-0.0001,-1.0166,1.2786,0.2784,0.0003
151.602,0.0005,0.0044,0.1742,-1.1484,-0.9576,-0.0027,-0.0008,0.0006,-1.0172,1.2404,0.2513,0.0004
151.642,0.0006,0.0047,0.1808,-1.1841,-0.9728,-0.0025,-0.0007,0.0014,-1.0113,1.2108,0.238,-0.0011
151.682,0.0003,0.0044,0.2319,-1.2729,-0.9851,-0.0019,-0.0005,0.0044,-0.984,1.1691,0.2336,-0.0044
151.722,0.0001,0.0039,0.2706,-1.3218,-0.9866,-0.0017,-0.0006,0.0058,-0.9626,1.1536,0.2435,-0.0039
151.734,-0.0002,0.0034,0.3157,-1.3714,-0.9853,-0.0014,-0.0007,0.0063,-0.9367,1.1411,0.2594,-0.0035
151.77,-0.0004,0.0028,0.3648,-1.4195,-0.9813,-0.0013,-0.0008,0.0065,-0.9072,1.1314,0.2795,-0.0036
151.81,-0.0006,0.0023,0.4168,-1.4654,-0.9745,-0.0011,-0.0009,0.0065,-0.8746,1.1243,0.3032,-0.0037
151.85,-0.001,0.0015,0.5252,-1.5458,-0.9509,-0.0008,-0.001,0.0063,-0.8015,1.1157,0.3589,-0.0041
151.89,-0.0011,0.0012,0.5778,-1.5775,-0.9347,-0.0007,-0.0011,0.0061,-0.7624,1.1138,0.3886,-0.0043
151.891,-0.0012,0.001,0.629,-1.602,-0.9135,-0.0006,-0.0011,0.006,-0.7216,1.1132,0.4206,-0.0044
151.93,-0.0012,0.0009,0.6778,-1.6192,-0.8886,-0.0005,-0.0012,0.0058,-0.6796,1.1133,0.4537,-0.0045
151.97,-0.0012,0.0008,0.7684,-1.6317,-0.8254,-0.0003,-0.0011,0.0054,-0.5928,1.1156,0.5239,-0.0046
152.01,-0.0011,0.0007,0.809,-1.6274,-0.7883,-0.0003,-0.0011,0.0052,-0.5493,1.1164,0.5623,-0.0046
152.019,-0.001,0.0007,0.8459,-1.6161,-0.7476,-0.0002,-0.001,0.005,-0.5069,1.1164,0.6014,-0.0045
152.058,-0.0009,0.0008,0.879,-1.5966,-0.7016,-0.0001,-0.0008,0.0047,-0.465,1.1156,0.6418,-0.0045
152.098,-0.0007,0.0008,0.9083,-1.5704,-0.6519,-0.0001,-0.0007,0.0045,-0.4241,1.1146,0.6825,-0.0044
152.138,-0.0006,0.0009,0.934,-1.5369,-0.5974,-0.0,-0.0006,0.0042,-0.3837,1.1133,0.7238,-0.0043
152.178,-0.0002,0.0009,0.9749,-1.4538,-0.481,0.0,-0.0004,0.0037,-0.3049,1.1109,0.805,-0.004
152.218,0.0,0.001,0.9905,-1.4027,-0.4165,0.0,-0.0004,0.0034,-0.2651,1.1096,0.8465,-0.0037
152.239,0.0002,0.001,1.0038,-1.3491,-0.3519,-0.0,-0.0004,0.0031,-0.226,1.1089,0.8855,-0.0035
152.279,0.0005,0.0007,1.0139,-1.3004,-0.2986,-0.0003,-0.0003,0.0027,-0.1937,1.1145,0.9195,-0.0033
152.318,0.0008,0.0002,1.0187,-1.259,-0.2614,-0.0003,-0.0002,0.0023,-0.1746,1.1306,0.9463,-0.0032
152.358,0.0012,-0.001,1.0078,-1.1979,-0.2332,-0.0007,0.0001,0.0014,-0.1856,1.2012,0.9788,-0.0026
152.398,0.0013,-0.0012,0.9945,-1.177,-0.2311,-0.0011,0.0004,0.001,-0.2112,1.2462,0.9846,-0.0021
152.408,0.0013,-0.0011,0.9756,-1.1598,-0.2378,-0.0014,0.0006,0.0006,-0.2468,1.2953,0.9873,-0.0016
152.446,0.0011,-0.0009,0.9524,-1.1458,-0.2501,-0.0016,0.0007,0.0003,-0.288,1.3439,0.9874,-0.0011
152.486,0.0009,-0.0006,0.9248,-1.1349,-0.2684,-0.0018,0.0009,0.0001,-0.3358,1.3937,0.9845,-0.0008
152.526,0.0004,0.0001,0.8595,-1.1205,-0.3156,-0.002,0.001,-0.0002,-0.4399,1.4854,0.9707,-0.0004
152.566,0.0003,0.0004,0.8228,-1.1163,-0.3433,-0.0017,0.0011,-0.0003,-0.4942,1.5258,0.959,-0.0002
152.569,0.0002,0.0006,0.784,-1.1138,-0.3732,-0.0014,0.0011,-0.0004,-0.5486,1.5614,0.9439,-0.0001
152.606,0.0001,0.0007,0.7434,-1.1126,-0.4048,-0.0013,0.0011,-0.0004,-0.6015,1.5902,0.9244,-0.0001
152.646,0.0001,0.0008,0.7014,-1.1124,-0.4377,-0.0012,0.0011,-0.0004,-0.6519,1.6111,0.9014,0.0
152.686,0.0002,0.0011,0.6153,-1.1144,-0.5057,-0.0012,0.0011,-0.0005,-0.7455,1.6316,0.8437,0.0001
152.726,0.0003,0.0012,0.5723,-1.1164,-0.5416,-0.0011,0.001,-0.0004,-0.7875,1.6316,0.8099,0.0001
152.727,0.0003,0.0014,0.5288,-1.1167,-0.5807,-0.0013,0.0009,-0.0005,-0.8263,1.6232,0.7701,-0.0
152.766,0.0003,0.0016,0.4864,-1.1164,-0.6207,-0.0012,0.0008,-0.0005,-0.8617,1.6079,0.7265,0.0
152.806,0.0004,0.002,0.4046,-1.1145,-0.7017,-0.0016,0.0006,-0.0005,-0.9208,1.5562,0.6277,-0.0001
152.846,0.0004,0.0022,0.3642,-1.1131,-0.7433,-0.0017,0.0004,-0.0006,-0.9446,1.519,0.5708,-0.0001
152.86,0.0004,0.0025,0.3244,-1.1118,-0.7846,-0.0021,0.0003,-0.0006,-0.9652,1.4765,0.5116,-0.0001
152.9,0.0004,0.0028,0.2851,-1.1105,-0.8253,-0.0022,0.0001,-0.0006,-0.9825,1.4293,0.4503,-0.0001
152.938,0.0004,0.0035,0.2078,-1.1098,-0.9033,-0.0026,-0.0004,-0.0005,-1.0092,1.3235,0.3231,0.0001
152.978,0.0005,0.0039,0.1831,-1.1225,-0.9338,-0.0028,-0.0006,-0.0,-1.0166,1.2786,0.2789,0.0003
152.983,0.0007,0.0044,0.1743,-1.1482,-0.957,-0.0027,-0.0008,0.0006,-1.0173,1.2406,0.2516,0.0004
153.022,0.0007,0.0047,0.1811,-1.1844,-0.9725,-0.0025,-0.0007,0.0014,-1.0112,1.2109,0.2383,-0.0012
153.062,0.0006,0.0047,0.2013,-1.2264,-0.9804,-0.0022,-0.0005,0.0028,-1.0003,1.1882,0.2314,-0.0032
153.102,0.0001,0.0039,0.2707,-1.3219,-0.9864,-0.0017,-0.0006,0.0057,-0.9624,1.1537,0.2436,-0.0038
153.142,-0.0004,0.0028,0.3646,-1.4195,-0.9813,-0.0013,-0.0008,0.0064,-0.9071,1.1315,0.2792,-0.0035
153.182,-0.0008,0.0019,0.4703,-1.5075,-0.9646,-0.001,-0.0009,0.0063,-0.8393,1.1192,0.3292,-0.0039
153.222,-0.001,0.0015,0.5244,-1.5453,-0.9515,-0.0008,-0.001,0.0062,-0.8018,1.1159,0.358,-0.0041
153.238,-0.0011,0.0013,0.578,-1.5778,-0.9345,-0.0007,-0.0011,0.0061,-0.7622,1.114,0.3888,-0.0042
153.278,-0.0012,0.001,0.6292,-1.602,-0.9127,-0.0006,-0.0011,0.0059,-0.721,1.1131,0.4211,-0.0044
153.318,-0.0012,0.0008,0.7247,-1.6293,-0.8591,-0.0004,-0.0011,0.0055,-0.6361,1.1141,0.4881,-0.0045
153.358,-0.0012,0.0007,0.7683,-1.6324,-0.8264,-0.0003,-0.0011,0.0054,-0.593,1.1159,0.5233,-0.0046
153.364,-0.0011,0.0007,0.8088,-1.6276,-0.7887,-0.0003,-0.001,0.0052,-0.5493,1.1165,0.5623,-0.0046
153.404,-0.001,0.0007,0.8459,-1.6164,-0.7476,-0.0002,-0.0009,0.0049,-0.5069,1.1163,0.6016,-0.0046
