time,j_pelvis_l,j_thigh1_l,j_thigh2_l,j_tibia_l,j_ankle1_l,j_ankle2_l,j_pelvis_r,j_thigh1_r,j_thigh2_r,j_tibia_r,j_ankle1_r,j_ankle2_r
35.558,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.594,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.634,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
35.674,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.692,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.73,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.77,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.81,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.85,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.89,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.895,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.934,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
35.974,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.014,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.026,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.066,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.106,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.146,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.186,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.187,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.226,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.266,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.306,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.31,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.35,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.39,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.43,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.471,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.472,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.51,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.55,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.59,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.63,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.637,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.674,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.714,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.754,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.758,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.794,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.834,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.875,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.914,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
36.954,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.957,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
36.994,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.034,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.074,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.089,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.126,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.166,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.207,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.246,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.286,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.289,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.326,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.366,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.406,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.446,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.447,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.486,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.526,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.566,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.606,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.646,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.686,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.726,-0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.736,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.774,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.814,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.854,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.894,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.934,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
37.94,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
37.978,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.018,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.058,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.098,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.138,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.144,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.183,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.222,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.262,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.302,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.304,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.342,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.382,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.422,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.433,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.47,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.51,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.55,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.553,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.59,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.63,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.67,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.677,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.714,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.754,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.794,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.834,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.838,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.878,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.918,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
38.958,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.96,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
38.998,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.039,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.078,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.085,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.122,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.162,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.202,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.242,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.247,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.287,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.326,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.366,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.372,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.411,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.45,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.49,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.534,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.574,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.614,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.618,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.654,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.694,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.734,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.75,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.793,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.831,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.87,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.871,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
39.91,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.95,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
39.99,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.03,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.035,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.074,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.114,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.154,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.159,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.198,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.238,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.278,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.297,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.334,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.374,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.414,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.416,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.454,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.495,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.534,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.574,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.597,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5574,-0.0008
40.634,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.674,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.714,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.755,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.762,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.798,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.838,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.878,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.904,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
40.943,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
40.982,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.026,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.027,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.071,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.11,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.15,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.151,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.19,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.23,0.0,0.0008,0.5561,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.27,0.0,0.0008,0.556,-1.1048,-0.5441,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.28,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.318,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.358,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.398,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.414,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.45,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.49,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.53,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.532,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.57,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.61,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.65,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.657,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.694,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.734,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.774,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.815,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.827,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.867,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.906,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
41.95,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
41.99,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.03,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.043,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.082,0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.122,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0008,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.162,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.184,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.222,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.262,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.302,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0008
42.306,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
42.346,-0.0,0.0008,0.556,-1.1048,-0.544,-0.0007,-0.0,0.0011,-0.5444,1.1064,0.5573,-0.0007
